Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FBgn0260407,2371.209762,0.161735142,0.044103422,3.667179011,0.000245241,0.00032204
FBgn0052447,1137.558667,-4.240886199,0.292237056,-14.51180169,1.02E-47,2.91E-47
FBgn0052446,8579.384762,-0.829595417,0.032109461,-25.8364792,3.45E-147,3.41E-146
FBgn0040718,13466.25461,-5.325428636,0.159626246,-33.36186104,4.90E-244,1.10E-242
FBgn0264572,1069.926529,0.450309585,0.083210036,5.411722019,6.24E-08,9.12E-08
FBgn0264573,7.990820927,2.007450802,0.459242866,4.371218258,1.24E-05,1.69E-05
FBgn0264570,220.9569256,3.416866409,0.261588543,13.06198799,5.43E-39,1.37E-38
FBgn0264571,67.55494162,-0.052175344,0.17829094,-0.292641589,0.769796122,0.801365608
FBgn0032375,459.8146751,1.590403431,0.124235335,12.80153856,1.61E-37,3.97E-37
FBgn0264574,9065.872965,-0.644248972,0.058023348,-11.10327122,1.21E-28,2.63E-28
FBgn0040375,1639.24701,0.909123422,0.046365213,19.60787749,1.32E-85,6.30E-85
FBgn0267988,68.43091626,1.297730086,0.131513602,9.867649138,5.75E-23,1.14E-22
FBgn0267989,137.3598586,-0.446744103,0.196031167,-2.278944263,0.022670379,0.027352118
FBgn0267982,20.07396132,2.264814284,0.312944894,7.237102527,4.58E-13,7.55E-13
FBgn0267983,12.21180067,0.801834072,0.400214315,2.003511721,0.045122391,0.053437868
FBgn0267986,40.63305366,1.385868033,0.268205316,5.16719077,2.38E-07,3.42E-07
FBgn0267987,138.9416899,2.755716304,0.18290193,15.06663324,2.68E-51,8.03E-51
FBgn0267984,332.6189538,-0.457261146,0.103466081,-4.41943042,9.90E-06,1.36E-05
FBgn0267985,1.440245606,-2.321504797,1.823737021,-1.272938351,0.203039919,0.228318715
FBgn0037174,415.4031364,0.775031575,0.197666493,3.920905183,8.82E-05,0.000117591
FBgn0067317,90.3740945,1.544617214,0.282638394,5.464994311,4.63E-08,6.78E-08
FBgn0064119,3242.151286,3.513442693,0.179309811,19.59425802,1.73E-85,8.21E-85
FBgn0040376,1212.823832,5.388608681,0.136278992,39.54100772,0,0
FBgn0036091,134221.2533,11.61992331,0.208576521,55.71060085,0,0
FBgn0052712,157.1892654,6.049585561,0.343345852,17.61950966,1.75E-69,6.72E-69
FBgn0265298,10081.09981,-1.260269587,0.077025163,-16.36179056,3.58E-60,1.22E-59
FBgn0265299,35.26986398,-4.336521354,0.271631613,-15.96471524,2.25E-57,7.36E-57
FBgn0000439,315.678628,0.880950473,0.104335804,8.443414782,3.08E-17,5.51E-17
FBgn0265295,109.656719,4.608951867,0.414074742,11.13072447,8.89E-29,1.94E-28
FBgn0265296,3842.611681,0.150124492,0.104361476,1.438504876,0.150290855,0.171248918
FBgn0265297,153522.4509,-0.494734537,0.062549791,-7.909451458,2.59E-15,4.45E-15
FBgn0260660,3882.5115,-1.069454364,0.079656707,-13.4257918,4.27E-41,1.11E-40
FBgn0003449,4885.359115,-1.183939157,0.042187518,-28.06373096,2.72E-173,3.41E-172
FBgn0030594,16206.04899,-0.308304273,0.099380919,-3.102248164,0.001920569,0.002437088
FBgn0259678,7626.911177,0.236436125,0.075387937,3.136259385,0.001711178,0.002175171
FBgn0031701,914.5497285,8.233026734,0.413424578,19.91421694,3.06E-88,1.50E-87
FBgn0030041,24151.54695,-0.339381447,0.179506434,-1.890636677,0.058672861,0.069027359
FBgn0259677,929.4326688,1.532669572,0.082089698,18.67066885,8.58E-78,3.70E-77
FBgn0259676,2919.836784,-1.959563386,0.21682275,-9.037628134,1.60E-19,2.98E-19
FBgn0003447,15036.10695,-2.663738044,0.07692179,-34.62917379,9.20E-263,2.34E-261
FBgn0037778,822.5793173,-0.567193388,0.067100632,-8.452877017,2.84E-17,5.08E-17
FBgn0030040,8123.257948,0.687739984,0.09380033,7.331956955,2.27E-13,3.76E-13
FBgn0039165,1456.348153,0.522308705,0.046007925,11.3525813,7.20E-30,1.59E-29
FBgn0031318,6617.096403,0.008908936,0.035260284,0.25266205,0.800529376,0.829760324
FBgn0031319,4233.481885,0.55771639,0.036155683,15.42541417,1.10E-53,3.42E-53
FBgn0039161,4129.885355,-5.469814878,0.176652637,-30.96367525,1.66E-210,2.81E-209
FBgn0039160,5808.183969,-0.850766821,0.034030611,-25.00004526,6.11E-138,5.42E-137
FBgn0039163,6004.606047,-0.753779847,0.037776129,-19.95386703,1.39E-88,6.84E-88
FBgn0031312,4166.798629,-0.269219156,0.054802153,-4.912565322,8.99E-07,1.27E-06
FBgn0031313,9125.521551,1.128547067,0.061000407,18.50064825,2.04E-76,8.64E-76
FBgn0031310,3274.085332,-0.611563838,0.030349148,-20.15093927,2.64E-90,1.33E-89
FBgn0039169,2484.845942,-0.486622361,0.051084704,-9.525793967,1.64E-21,3.16E-21
FBgn0031317,2062.532152,-0.571711912,0.071380679,-8.009336949,1.15E-15,2.00E-15
FBgn0031314,1902.87457,-1.285209661,0.074391587,-17.27627705,7.10E-67,2.63E-66
FBgn0031315,1178.83716,-0.669806856,0.041928936,-15.9748117,1.91E-57,6.26E-57
FBgn0031060,1915.942154,-0.218646015,0.051694467,-4.229582505,2.34E-05,3.18E-05
FBgn0065057,1.957081294,0.19676236,0.475533329,0.413771965,0.679041117,0.713907707
FBgn0031062,3873.03356,-0.470760658,0.077156951,-6.101338253,1.05E-09,1.61E-09
FBgn0052479,20489.83067,0.097251501,0.062206547,1.563364398,0.117966909,0.135646043
FBgn0040734,1112.095816,6.880398724,0.323241193,21.28564944,1.54E-100,8.94E-100
FBgn0000382,19305.87474,1.017832741,0.043595512,23.3471909,1.47E-120,1.06E-119
FBgn0000384,7424.752262,-0.83648,0.064918302,-12.8851182,5.46E-38,1.36E-37
FBgn0266420,5354.093682,-1.856522402,0.0913309,-20.32742925,7.36E-92,3.80E-91
FBgn0038268,1597.639303,-0.504993365,0.076347862,-6.614374659,3.73E-11,5.90E-11
FBgn0011202,9546.562794,-0.583861487,0.037362111,-15.62710107,4.76E-55,1.51E-54
FBgn0000253,71523.34643,0.600020601,0.118396664,5.067884339,4.02E-07,5.75E-07
FBgn0016920,401.7455133,1.982045835,0.119892105,16.53191292,2.16E-61,7.46E-61
FBgn0016926,23728.39024,0.144650701,0.064351054,2.247837315,0.024586565,0.029606824
FBgn0011207,5997.348153,-0.134316256,0.039018269,-3.442394016,0.00057659,0.000747553
FBgn0011204,16514.30898,0.639020725,0.091374078,6.993457448,2.68E-12,4.35E-12
FBgn0011205,16548.60358,0.386306095,0.077900957,4.958939005,7.09E-07,1.01E-06
FBgn0030599,618.4394954,2.98857871,0.153124439,19.5173202,7.82E-85,3.68E-84
FBgn0283521,63625.34378,-0.524706223,0.043262164,-12.12852453,7.46E-34,1.75E-33
FBgn0262564,123.1037644,10.45610558,0.52897708,19.7666515,5.77E-87,2.79E-86
FBgn0031925,5046.103601,10.15535216,0.318798241,31.85510726,1.12E-222,2.11E-221
FBgn0283525,997.0213059,-0.197780733,0.056147779,-3.522503216,0.000427492,0.000556723
FBgn0263409,13.24146701,4.178912627,1.017394956,4.10746348,4.00E-05,5.39E-05
FBgn0263408,37.39749681,6.161490683,0.461124184,13.36189012,1.01E-40,2.61E-40
FBgn0262808,76.33840696,-1.306847608,0.215426052,-6.066339694,1.31E-09,1.99E-09
FBgn0065051,0.811966136,0.335945745,0.928849801,0.361679299,0.717591698,0.751320785
FBgn0038260,1176.168438,-4.24720008,0.109020212,-38.95791446,0,0
FBgn0263403,527.9982308,5.647513506,0.297602211,18.97671894,2.66E-80,1.18E-79
FBgn0263402,56.33521072,2.050247538,0.254994837,8.040349214,8.96E-16,1.56E-15
FBgn0262806,0.623788152,0.175558323,1.67770903,0.104641699,0.916660125,0.934957314
FBgn0263400,224.2359111,-4.326942315,0.207855324,-20.81708676,3.03E-96,1.65E-95
FBgn0263407,201.8757062,4.837511453,0.313830576,15.41440451,1.31E-53,4.05E-53
FBgn0263406,262.4876711,-1.357298973,0.195431492,-6.945139502,3.78E-12,6.12E-12
FBgn0263405,33.79154297,2.86637122,0.370506973,7.736348926,1.02E-14,1.74E-14
FBgn0263404,306.4705759,4.192867006,0.246007516,17.04365412,3.90E-65,1.41E-64
FBgn0038262,1146.986518,1.305245959,0.095124678,13.7214232,7.56E-43,2.02E-42
FBgn0259185,11.48298929,0.821581263,0.420678123,1.952992606,0.050820471,0.060023422
FBgn0011971,0.288000473,-0.104788916,1.50373977,-0.069685539,0.944443952,0.957476052
FBgn0261290,165.5037068,6.152723052,0.284242524,21.64603299,6.62E-104,4.02E-103
FBgn0266138,9.715586668,4.320932624,0.474164781,9.112723672,8.03E-20,1.50E-19
FBgn0029986,256.2830186,0.823162347,0.134343182,6.127310207,8.94E-10,1.37E-09
FBgn0250869,14258.88704,0.706715515,0.066797876,10.57991,3.69E-26,7.70E-26
FBgn0038694,3664.512873,3.373309056,0.197433961,17.08575891,1.89E-65,6.87E-65
FBgn0038695,229.754372,3.077383452,0.221422711,13.89822857,6.49E-44,1.76E-43
FBgn0038697,4413.407666,3.487518604,0.230170855,15.15186885,7.36E-52,2.22E-51
FBgn0038690,953.3347034,2.695276395,0.303188998,8.889756607,6.12E-19,1.13E-18
FBgn0038691,272.6817329,2.278272969,0.151860141,15.00244206,7.08E-51,2.10E-50
FBgn0038692,1999.327871,-0.872559258,0.072569292,-12.02380831,2.66E-33,6.19E-33
FBgn0038693,4100.645073,3.726052957,0.09173469,40.61770929,0,0
FBgn0030377,411.0020559,1.247896427,0.176793996,7.058477425,1.68E-12,2.74E-12
FBgn0030376,4459.515577,3.078522102,0.169923996,18.11705336,2.34E-73,9.50E-73
FBgn0030375,2.50498652,1.740451652,0.805342679,2.161131772,0.030685162,0.036755771
FBgn0030374,505.7189606,2.4003337,0.181720204,13.20895334,7.79E-40,1.99E-39
FBgn0037413,95.99914181,3.15173976,0.342484957,9.202564059,3.50E-20,6.58E-20
FBgn0037412,8.192521714,-1.255279045,0.43157315,-2.908612469,0.003630366,0.004556131
FBgn0037411,6.412911484,2.051205073,0.614560726,3.337676794,0.00084482,0.001087734
FBgn0030370,910.4798601,3.439013338,0.228642531,15.04100449,3.96E-51,1.18E-50
FBgn0085377,2366.249091,-1.510077035,0.049623515,-30.43067481,2.16E-203,3.47E-202
FBgn0085376,3482.541055,-2.339128087,0.076175869,-30.70694311,4.60E-207,7.61E-206
FBgn0085374,136.0777264,6.433230023,0.394239489,16.31807619,7.34E-60,2.48E-59
FBgn0036239,9963.537307,0.217510715,0.045061881,4.826933724,1.39E-06,1.95E-06
FBgn0085371,30.14762639,3.1855306,0.3203368,9.944316729,2.67E-23,5.32E-23
FBgn0085370,14651.80731,-0.103837681,0.060841209,-1.706699839,0.087877857,0.102054341
FBgn0036235,41.44386757,0.448231308,0.210569678,2.12866027,0.033282378,0.039787767
FBgn0033316,4415.387898,0.282020235,0.04326882,6.517862797,7.13E-11,1.12E-10
FBgn0036237,6014.693201,-1.040400984,0.044649724,-23.30139777,4.29E-120,3.09E-119
FBgn0036230,1.781297388,2.256492138,1.32008834,1.709349344,0.087386258,0.101490177
FBgn0036232,11300.18025,10.17940543,0.146689048,69.39444741,0,0
FBgn0033313,31576.90412,-2.047555193,0.061780272,-33.14254067,7.25E-241,1.58E-239
FBgn0283625,8586.661024,4.088530932,0.233634845,17.49966246,1.44E-68,5.48E-68
FBgn0015271,1815.329058,-0.366292108,0.075317123,-4.863331101,1.15E-06,1.63E-06
FBgn0034858,7111.921161,-1.163185128,0.061537051,-18.90219164,1.09E-79,4.82E-79
FBgn0034859,2061.629886,-1.196446435,0.076121974,-15.71749087,1.15E-55,3.67E-55
FBgn0034500,3008.948738,1.171431121,0.073403272,15.95884065,2.47E-57,8.08E-57
FBgn0034501,53980.52289,2.821763206,0.09990836,28.24351453,1.71E-175,2.20E-174
FBgn0034502,830.033333,1.88858169,0.195135204,9.678323813,3.73E-22,7.26E-22
FBgn0034503,2427.520934,-0.821323906,0.04834592,-16.98848454,9.99E-65,3.58E-64
FBgn0034504,10567.42712,-1.033147928,0.048860387,-21.14489872,3.07E-99,1.75E-98
FBgn0034505,2725.883164,4.078086773,0.222480182,18.3301125,4.76E-75,1.98E-74
FBgn0034850,1621.438864,3.411108578,0.206066907,16.55340307,1.51E-61,5.24E-61
FBgn0034507,121.1535063,-0.072959064,0.192158779,-0.379681137,0.704182124,0.73851908
FBgn0052650,932.3514147,2.933584388,0.143606742,20.42790159,9.45E-93,4.94E-92
FBgn0283626,57.03314918,4.667136776,0.474710137,9.831550699,8.23E-23,1.62E-22
FBgn0036878,5.950008202,1.123937188,0.587290615,1.913766641,0.05564998,0.065554806
FBgn0038348,556.252798,-2.858434991,0.189961678,-15.04742967,3.59E-51,1.07E-50
FBgn0038349,18038.63848,1.452418709,0.055122672,26.34884465,5.29E-153,5.51E-152
FBgn0038344,5007.579795,-0.90031371,0.075126357,-11.98399272,4.31E-33,9.99E-33
FBgn0038345,822.7984694,1.867978141,0.171841166,10.87037631,1.60E-27,3.40E-27
FBgn0038342,523.9885872,1.219165227,0.196024309,6.219459389,4.99E-10,7.69E-10
FBgn0038343,209.4055122,2.845233403,0.155668405,18.27752656,1.25E-74,5.17E-74
FBgn0038341,5078.600533,-1.497278082,0.071823624,-20.84659606,1.64E-96,8.99E-96
FBgn0002926,2435.129871,2.164634978,0.350058484,6.183638094,6.26E-10,9.63E-10
FBgn0030191,3595.428621,2.371312362,0.197797611,11.98857941,4.08E-33,9.46E-33
FBgn0002924,5654.311153,-1.304743149,0.063478719,-20.55402447,7.08E-94,3.75E-93
FBgn0030196,4647.642941,1.484341343,0.052686719,28.17296988,1.25E-174,1.60E-173
FBgn0002921,121616.5569,1.140510384,0.044982485,25.35454356,8.01E-142,7.44E-141
FBgn0052224,0.340081061,-0.196201134,3.999944614,-0.049050963,0.960878682,0.969537164
FBgn0047000,279.8921932,0.121482137,0.17772301,0.683547601,0.494260882,0.531626117
FBgn0052227,746.6540449,-1.866845553,0.078639335,-23.7393354,1.42E-124,1.08E-123
FBgn0019990,6061.648678,0.050688486,0.059738578,0.848505077,0.396156746,0.431493513
FBgn0052226,3397.073771,-0.428220602,0.04470857,-9.578042871,9.89E-22,1.92E-21
FBgn0263842,33.08510666,8.551084388,0.561475138,15.22967592,2.25E-52,6.81E-52
FBgn0052221,1567.054079,0.486803548,0.037418403,13.00973596,1.08E-38,2.71E-38
FBgn0012058,11566.52047,0.27306325,0.046938438,5.817476283,5.97E-09,8.97E-09
FBgn0052220,550.5720135,3.561740849,0.100738095,35.35644441,7.98E-274,2.18E-272
FBgn0040582,3670.95905,8.147170178,0.309246533,26.34522721,5.82E-153,6.06E-152
FBgn0015781,3851.922324,-0.162486222,0.045816836,-3.546430413,0.000390488,0.000509291
FBgn0010339,6115.162222,-0.245437849,0.049667657,-4.941603134,7.75E-07,1.10E-06
FBgn0053700,1.260037585,2.352084244,1.439888938,1.633517824,0.102360135,0.118244654
FBgn0032810,1126.576743,3.903744242,0.143580624,27.18851713,8.88E-163,1.01E-161
FBgn0015789,18162.51543,-0.494805062,0.029151165,-16.9737661,1.28E-64,4.60E-64
FBgn0040588,340.7856037,7.120218392,0.200329688,35.54250227,1.08E-276,3.01E-275
FBgn0010333,11483.66129,-1.123336247,0.036683594,-30.62230644,6.18E-206,1.01E-204
FBgn0051804,1259.988878,3.927395977,0.159412441,24.6366968,5.11E-134,4.31E-133
FBgn0051805,1414.365834,2.503914125,0.224867971,11.13504123,8.47E-29,1.84E-28
FBgn0051806,1581.924513,4.460480866,0.172576755,25.84635963,2.67E-147,2.65E-146
FBgn0030998,811.917814,0.064177105,0.10727361,0.598256227,0.549668979,0.58732122
FBgn0267476,1.42482903,1.25365813,0.894866794,1.400943849,0.161230865,0.183236897
FBgn0267477,112.7169306,1.460147644,0.220177291,6.631690489,3.32E-11,5.26E-11
FBgn0262114,20000.0292,-1.244672881,0.034847996,-35.7172011,2.14E-279,6.10E-278
FBgn0051803,1076.389389,2.904675823,0.137042396,21.19545419,1.05E-99,6.02E-99
FBgn0030993,7943.835536,-1.958942693,0.118623597,-16.51393768,2.91E-61,1.00E-60
FBgn0030992,99.79859266,-1.690653985,0.143866169,-11.75157438,6.93E-32,1.58E-31
FBgn0030991,8990.789864,-0.533662708,0.036684596,-14.5473243,6.07E-48,1.74E-47
FBgn0267479,31.03076836,-3.159332588,0.601215377,-5.25490982,1.48E-07,2.14E-07
FBgn0030997,1424.926644,2.535754954,0.071343826,35.54273839,1.08E-276,2.99E-275
FBgn0051809,983.2657281,1.569423704,0.094842881,16.54761743,1.67E-61,5.76E-61
FBgn0030995,432.4386107,-0.50250176,0.07232547,-6.947784208,3.71E-12,6.00E-12
FBgn0030994,99.43810786,-1.97967589,0.188343548,-10.51098329,7.69E-26,1.60E-25
FBgn0260987,8419.89887,-0.729109347,0.064061213,-11.3814478,5.17E-30,1.15E-29
FBgn0260986,3629.727875,-0.118972848,0.335288794,-0.354836933,0.722711758,0.756181786
FBgn0260985,4204.758943,-1.927655955,0.093397234,-20.63932588,1.22E-94,6.52E-94
FBgn0004057,7953.342731,1.379711707,0.086321321,15.9834406,1.67E-57,5.46E-57
FBgn0053891,27.36270477,-1.006060063,0.457693173,-2.198110267,0.027941249,0.033547149
FBgn0032819,1083.95192,-0.461768902,0.065524032,-7.047321184,1.82E-12,2.97E-12
FBgn0032042,2337.548405,0.100713082,0.05731627,1.757146473,0.078892846,0.091980285
FBgn0032040,44.9616936,0.422450251,0.301561074,1.400877923,0.161250582,0.183247395
FBgn0032047,3316.708583,2.650025564,0.076126982,34.81059547,1.68E-265,4.36E-264
FBgn0083952,0.229646866,0.97741881,3.656966343,0.267275856,0.789256775,0.819338872
FBgn0262237,1.717753697,-1.074364005,0.685278056,-1.567778211,0.116932902,0.134527845
FBgn0262235,1.796581088,-0.785048019,0.580588825,-1.352158334,0.17632467,0.199496161
FBgn0032048,1080.27,1.599238235,0.067142256,23.81865503,2.14E-125,1.64E-124
FBgn0262233,31.22099543,5.297709189,0.44809906,11.82262955,2.98E-32,6.83E-32
FBgn0052364,199.7124574,1.113125967,0.163803256,6.795505734,1.08E-11,1.73E-11
FBgn0265939,0.457109551,1.411770911,3.569796177,0.395476616,0.692491176,0.726912037
FBgn0265938,51.60182556,0.038728837,0.243531901,0.159029832,0.87364537,0.897143701
FBgn0053893,27.41761428,-1.006039388,0.457610843,-2.198460554,0.027916303,0.033521801
FBgn0053892,2.732817684,1.64653225,0.326971421,5.035706923,4.76E-07,6.79E-07
FBgn0053895,33.55892731,-1.085185088,0.439741582,-2.467779105,0.013595419,0.016591952
FBgn0053894,2.746227976,1.654688712,0.326564884,5.066952373,4.04E-07,5.77E-07
FBgn0053897,36.28566782,-1.091040955,0.434624654,-2.510306178,0.012062652,0.014761532
FBgn0053896,3.653305198,1.952674321,0.309692109,6.30521173,2.88E-10,4.46E-10
FBgn0265931,20.27329158,3.32235194,0.324213085,10.24743323,1.22E-24,2.47E-24
FBgn0053898,5.657521744,2.108592516,0.275555774,7.652144202,1.98E-14,3.35E-14
FBgn0265933,0.6280107,1.153586526,2.561065208,0.450432313,0.65239875,0.68854687
FBgn0265932,10.95268397,5.180507368,0.518114065,9.998777716,1.54E-23,3.08E-23
FBgn0041184,3053.012453,-0.735341748,0.130301605,-5.643382116,1.67E-08,2.47E-08
FBgn0265934,10.20725705,3.531678212,0.523667941,6.744117665,1.54E-11,2.46E-11
FBgn0265937,147.932401,0.519785708,0.08781757,5.918926133,3.24E-09,4.89E-09
FBgn0011573,9722.081141,-0.377254178,0.058988975,-6.395333689,1.60E-10,2.50E-10
FBgn0264836,205.6526493,4.113252786,0.305406937,13.46810531,2.41E-41,6.31E-41
FBgn0034580,2260.13184,7.678999187,0.127756404,60.10656982,0,0
FBgn0010622,2062.798585,-0.700238689,0.057817595,-12.11116952,9.22E-34,2.16E-33
FBgn0010621,25687.78828,-1.80217629,0.080551345,-22.373013,7.21E-111,4.73E-110
FBgn0262581,1460.843778,3.230901316,0.224678416,14.38011433,6.90E-47,1.95E-46
FBgn0053098,475.2000571,3.515687163,0.124255501,28.2940162,4.09E-176,5.27E-175
FBgn0262583,519.4530912,6.560322606,0.263901523,24.85897976,2.07E-136,1.80E-135
FBgn0039904,14238.87256,-0.470379481,0.046070393,-10.21001662,1.79E-24,3.63E-24
FBgn0267065,0.622455181,-1.793946954,1.276397384,-1.405476834,0.159879533,0.18177201
FBgn0039902,9235.67022,-0.562361407,0.048430025,-11.61183386,3.59E-31,8.08E-31
FBgn0032261,2023.860653,0.647869239,0.042559934,15.22251524,2.51E-52,7.59E-52
FBgn0039900,2371.954912,2.230729603,0.068309451,32.65623678,6.54E-234,1.36E-232
FBgn0267069,9.101773286,4.681543572,0.551626258,8.486803352,2.12E-17,3.81E-17
FBgn0267068,5.232261197,3.612506465,0.602065401,6.000189448,1.97E-09,2.99E-09
FBgn0053093,221.9318647,-0.856366915,0.218988875,-3.910549863,9.21E-05,0.000122646
FBgn0053092,3237.408255,3.205536508,0.17515875,18.30075011,8.16E-75,3.39E-74
FBgn0053095,7189.149146,-1.608453426,0.070170593,-22.92204399,2.80E-116,1.94E-115
FBgn0264839,78.85913439,2.863051672,0.197596837,14.48935982,1.41E-47,4.03E-47
FBgn0032269,20230.49286,4.732707793,0.228611367,20.7019793,3.32E-95,1.79E-94
FBgn0039908,8804.446077,0.960857361,0.043749462,21.962724,6.55E-107,4.12E-106
FBgn0041232,3.660028132,2.51751331,0.482613234,5.216419967,1.82E-07,2.63E-07
FBgn0041233,63.69964559,0.211186406,0.263274669,0.802152394,0.42246481,0.458406433
FBgn0264838,114.595818,2.000798476,0.200895334,9.959407393,2.29E-23,4.57E-23
FBgn0041236,5.868144649,3.497270794,0.689534166,5.071932567,3.94E-07,5.63E-07
FBgn0041237,2.029553751,2.134813808,1.28667491,1.659171085,0.097081322,0.112369365
FBgn0041234,73.68764129,-0.476200842,0.187315767,-2.542235764,0.011014585,0.013518708
FBgn0041235,0.434030082,2.121847963,2.743108945,0.773519392,0.439215057,0.475725625
FBgn0041238,1.838327849,0.878146873,1.151279559,0.762757287,0.445608159,0.482321527
FBgn0041239,0.934000677,2.586870317,1.756645207,1.472619688,0.140853613,0.160915084
FBgn0086778,1753.531314,2.363749881,0.084299754,28.03981932,5.32E-173,6.65E-172
FBgn0086779,10137.5248,0.101569827,0.037047951,2.741577427,0.006114495,0.007603873
FBgn0040679,1836.160533,4.112058296,0.21676937,18.96973868,3.03E-80,1.34E-79
FBgn0002543,3269.605054,-2.466885914,0.107865159,-22.87009018,9.22E-116,6.36E-115
FBgn0002542,10179.22926,-0.896870303,0.06421295,-13.96712505,2.47E-44,6.74E-44
FBgn0003145,937.9076116,4.498120284,0.224337351,20.05069714,1.99E-89,9.93E-89
FBgn0003140,685.9598033,3.926192579,0.143207967,27.41602071,1.77E-165,2.06E-164
FBgn0003882,5808.185397,-0.808260778,0.051280075,-15.76169248,5.71E-56,1.83E-55
FBgn0003638,19210.48927,0.585498152,0.041873572,13.9825224,1.99E-44,5.43E-44
FBgn0003149,67167.60634,-0.981585751,0.148981579,-6.588638393,4.44E-11,7.00E-11
FBgn0051754,0.037596356,0.074324944,3.999944614,0.018581493,0.985174967,0.988056944
FBgn0053278,822.7722185,2.448481169,0.176289964,13.8889425,7.39E-44,2.00E-43
